钟	⿰钅中
钢	⿰钅冈
钠	⿰钅内
钥	⿰钅月
钦	⿰钅欠
钧	⿰钅匀
钩	⿰钅勾
钮	⿰钅丑
卸	⿰𦈢卩
缸	⿰缶工
拜	⿰手手b
看	⿱龵目
矩	⿰矢巨
毡	⿺毛占
氢	⿹气𢀖
怎	⿱乍心
牲	⿰牛生
选	⿺辶先
适	⿺辶舌
秒	⿰禾少
香	⿱禾曰
种	⿰禾中
秋	⿰禾火
科	⿰禾斗
复	⿳𠂉日夂
竿	⿱𥫗干
段	⿰段l殳
便	⿰亻更
俩	⿰亻两
贷	⿱代贝
顺	⿰川页
修	⿸攸彡
俏	⿰亻肖
保	⿰亻呆
促	⿰亻足
俄	⿰亻我
俐	⿰亻利
侮	⿰亻每
俭	⿰亻佥
俗	⿰亻谷
俘	⿰亻孚
信	⿰亻言
皇	⿱白王
泉	⿱白水
侵	⿰亻𠬶
侯	⿰亻侯y
追	⿺辶𠂤
俊	⿰亻夋
盾	⿸𠂆𥃭
待	⿰彳寺
徊	⿰彳回
衍	⿲彳氵亍
律	⿰彳聿
很	⿰彳艮
须	⿰彡页
叙	⿰余又
剑	⿰佥刂
逃	⿺辶兆
食	⿱亽艮
盆	⿱分皿
胚	⿰⺼丕
胧	⿰月龙
胆	⿰⺼旦
胜	⿰⺼生
胞	⿰⺼包
胖	⿰⺼半
脉	⿰⺼永
胎	⿰⺼台
勉	⿺免力
狭	⿰犭夹
狮	⿰犭师
独	⿰犭虫
狰	⿰犭争
狡	⿰犭交
狱	⿲犭讠犬
狠	⿰犭艮
贸	⿱卯贝
怨	⿱夗心
急	⿱刍心
饵	⿰饣耳
饶	⿰饣尧
蚀	⿰饣虫
饺	⿰饣交
饼	⿰饣并
峦	⿱𰁜山
弯	⿱𰁜弓
将	⿰丬𪧷
奖	⿱奖u大
哀	⿳亠口𧘇
亭	⿱亭u丁
亮	⿱亭u几
度	⿸广度n
迹	⿺辶亦
庭	⿸广廷
疮	⿸疒仓
疯	⿸疒风
疫	⿸疒殳
疤	⿸疒巴
咨	⿱次口
姿	⿱次女
亲	⿱立朩
音	⿱立曰
帝	⿱帝u巾
施	⿸𭤨也
闺	⿵门圭
闻	⿵门耳
闽	⿵门虫
阀	⿵门伐
阁	⿵门各
差	⿸⺶工
养	⿱𦍌介
美	⿱𦍌大
姜	⿱𦍌女
叛	⿰半反
送	⿺辶关
类	⿱米大
迷	⿺辶米
籽	⿰米子
娄	⿱米女
前	⿱䒑刖
首	⿱丷𦣻
逆	⿺辶屰
兹	⿱䒑𢆶
总	⿳丷口心
炼	⿰火𫠣
炸	⿰火乍
烁	⿰火乐
炮	⿰火包
炫	⿰火玄
烂	⿰火兰
剃	⿰弟刂
洼	⿰氵圭
洁	⿰氵吉
洪	⿰氵共
洒	⿰氵西
柒	⿱㲺木
浇	⿰氵尧
浊	⿰氵虫
洞	⿰氵同
测	⿰氵则
洗	⿰氵先
活	⿰氵舌
派	⿰氵𠂢
洽	⿰氵合
染	⿱氿木
洛	⿰氵各
浏	⿰氵刘
济	⿰氵齐
洋	⿰氵羊
洲	⿰氵州
浑	⿰氵军
浓	⿰氵农
津	⿰氵聿
恃	⿰忄寺
恒	⿰忄亘
恢	⿰忄灰
恍	⿰忄光
恬	⿰忄舌
恤	⿰忄血
恰	⿰忄合
恼	⿰忄㐫
恨	⿰忄艮
举	⿱兴𰀁
觉	⿱𰃮见
宣	⿱宀亘
宦	⿱宀臣
室	⿱宀至
宫	⿱宀吕
宪	⿱宀先
突	⿱穴犬
穿	⿱穴牙
窃	⿱穴切
客	⿱宀各
诫	⿰讠戒
冠	⿱冖㝴
诬	⿰讠巫
语	⿰讠吾
扁	⿸户𠕁
袄	⿰衤夭
祖	⿰礻且
神	⿰礻申
祝	⿰礻兄
祠	⿰礻司
误	⿰讠吳
诱	⿰讠秀
诲	⿰讠每
说	⿰讠兌
诵	⿰讠甬
垦	⿱艮土
退	⿺辶艮
既	⿰艮旡
屋	⿸尸至
昼	⿱尺旦
屏	⿸尸并
屎	⿸尸米
费	⿱弗贝
陡	⿰阝走
逊	⿺辶孙
眉	⿸𠃜目
孩	⿰子亥
陨	⿰阝员
除	⿰阝余
险	⿰阝佥
院	⿰阝完
娃	⿰女圭
姥	⿰女老
姨	⿰女夷
姻	⿰女因
娇	⿰女乔
姚	⿰女兆
娜	⿰女那
怒	⿱奴心
架	⿱加木
贺	⿱加贝
盈	⿱夃皿
勇	⿱甬力
怠	⿱台心
癸	⿱癶天
蚤	⿱叉虫
柔	⿱矛木
垒	⿱厽土
绑	⿰纟邦
绒	⿰纟戎
结	⿰纟吉
绕	⿰纟尧
骄	⿰马乔
绘	⿰纟会
给	⿰纟合
绚	⿰纟旬
骆	⿰马各
络	⿰纟各
绝	⿰纟色
绞	⿰纟交
骇	⿰马亥
统	⿰纟充
耕	⿰耒井
耘	⿰耒云
耗	⿰耒毛
耙	⿰耒巴
艳	⿰丰色
泰	⿱𡗗氺
秦	⿱𡗗禾
珠	⿰王朱
班	⿲王𬼀王
素	⿱龶糸
匿	⿷匸若
蚕	⿱天虫
顽	⿰元页
盏	⿱戋皿
匪	⿷匚非
捞	⿰扌劳
栽	⿹𢦏木
捕	⿰扌甫
埂	⿰土更
捂	⿰扌吾
振	⿰扌辰
载	⿹𢦏车
赶	⿺走干
起	⿺走己
盐	⿱圤皿
捎	⿰扌肖
捍	⿰扌旱
捏	⿰扌圼
埋	⿰土里
捉	⿰扌足
捆	⿰扌困
捐	⿰扌肙
损	⿰扌员
袁	⿳土口𧘇
捌	⿰扌别
都	⿰者阝
哲	⿱折口
逝	⿺辶折
捡	⿰扌佥
挫	⿰扌坐
换	⿰扌奂
挽	⿰扌免
挚	⿱执手
热	⿱执灬
恐	⿱巩心
捣	⿰扌岛
壶	⿱𡉅业
捅	⿰扌甬
埃	⿰土矣
挨	⿰扌矣
耻	⿰耳止
耿	⿰耳火
耽	⿰耳冘
聂	⿱耳双
恭	⿱共⺗
莽	⿳艹犬廾
莱	⿱艹来
莲	⿱艹连
莫	⿱艹旲
莉	⿱艹利
荷	⿱艹何
获	⿱艹犾
晋	⿱亚日
恶	⿱亚心
莹	⿱𫇦玉
莺	⿱𫇦鸟
真	⿱十具
框	⿰木匡
梆	⿰木邦
桂	⿰木圭
桔	⿰木吉
栖	⿰木西
档	⿰木当
桐	⿰木同
株	⿰木朱
桥	⿰木乔
桦	⿰木华
栓	⿰木全
桃	⿰木兆
格	⿰木各
桩	⿰木庄
校	⿰木交
核	⿰木亥
样	⿰木羊
根	⿰木艮
索	⿳十冖糸
哥	⿱可可
速	⿺辶束
逗	⿺辶豆
栗	⿱覀木
贾	⿱覀贝
酌	⿰酉勺
配	⿰酉己
翅	⿺支羽
辱	⿱辰寸
唇	⿸辰口
夏	⿱𦣻夂
砸	⿰石匝
砰	⿰石平
砾	⿰石乐
础	⿰石出
破	⿰石皮
原	⿸厂𤽄
套	⿱大镸
逐	⿺辶豕
烈	⿱列灬
殊	⿰歹朱
殉	⿰歹旬
顾	⿰厄页
轿	⿰车乔
较	⿰车交
顿	⿰屯页
毙	⿱比死
致	⿰至攵
柴	⿱此木
桌	⿱⺊杲
虑	⿸虍心
监	⿱𰀢皿
紧	⿱𰀡纟
党	⿱龸兄
逞	⿺辶呈
晒	⿰日西
眠	⿰目民
晓	⿰日尧
哮	⿰口孝
唠	⿰口劳
鸭	⿰甲鸟
晃	⿱日光
哺	⿰口甫
晌	⿰日向
剔	⿰易刂
晕	⿱日军
蚌	⿰虫丰
畔	⿰田半
蚣	⿰虫公
蚊	⿰虫文
蚪	⿰虫斗
蚓	⿰虫引
哨	⿰口肖
哩	⿰口里
圃	⿴囗甫
哭	⿱吅犬
哦	⿰口我
恩	⿱因心
鸯	⿱央鸟
唤	⿰口奂
唁	⿰口言
哼	⿰口亨
唧	⿰口即
啊	⿰口阿
唉	⿰口矣
唆	⿰口夋
罢	⿱⺲去
峭	⿰山肖
峨	⿰山我
峰	⿰山夆
圆	⿴囗员
峻	⿰山夋
贼	⿰贝戎
贿	⿰贝有
赂	⿰贝各
赃	⿰贝庄
钱	⿰钅戋
钳	⿰钅甘
钻	⿰钅占
钾	⿰钅甲
铁	⿰钅失
铃	⿰钅令
铅	⿰钅㕣z
缺	⿰缶夬
氧	⿹气羊
氨	⿹气安
特	⿰牛寺
牺	⿰牛西
造	⿺辶告
乘	⿻乖人
敌	⿰舌攵
秤	⿰禾平
租	⿰禾且
积	⿰禾只
秧	⿰禾央
秩	⿰禾失
称	⿰禾尔
秘	⿰禾必
透	⿺辶秀
笔	⿱𥫗毛
笑	⿱𥫗夭
笋	⿱𥫗尹
债	⿰亻责
借	⿰亻昔
值	⿰亻直
倚	⿰亻奇
俺	⿰亻奄
倾	⿰亻顷
倒	⿰亻到
倘	⿰亻尚
俱	⿰亻具
倡	⿰亻昌
候	⿲亻丨侯y
赁	⿱任贝
俯	⿰亻府
倍	⿰亻咅
倦	⿰亻卷
健	⿰亻建
臭	⿱自犬
射	⿰身寸
躬	⿰身弓
息	⿱自心
倔	⿰亻屈
徒	⿰彳走
徐	⿰彳余
殷	⿰㐆殳
舰	⿰舟见
舱	⿰舟仓
般	⿰舟殳
航	⿰舟亢
途	⿺辶余
拿	⿱合手
耸	⿱从耳
爹	⿱父多
舀	⿱爫臼
爱	⿱爱u友
豺	⿰豸才
豹	⿰豸勺
颁	⿰分页
颂	⿰公页
翁	⿱公羽
胰	⿰⺼夷
脆	⿰⺼危
脂	⿰⺼旨
胸	⿰⺼匈
胳	⿰⺼各
脏	⿰⺼庄
脐	⿰⺼齐
胶	⿰⺼交
脑	⿰⺼㐫
脓	⿰⺼农
逛	⿺辶狂
狸	⿰犭里
狼	⿰犭良
卿	⿰𠂎即
逢	⿺辶夆
鸵	⿰鸟它
留	⿱卯田
鸳	⿱夗鸟
皱	⿰刍皮
饿	⿰饣我
馁	⿰饣妥
凌	⿰冫夌
凄	⿰冫妻
恋	⿱𰁜心
桨	⿱奖u木
浆	⿱奖u水
衰	⿳亠衰z𧘇
衷	⿳亠中𧘇
高	⿳亠口冋
郭	⿰享阝
席	⿸广𫷄
准	⿰冫隹
座	⿸广坐
症	⿸疒正
病	⿸疒丙
疾	⿸疒矢
斋	⿱文而
疹	⿸疒㐱
疼	⿸疒冬
疲	⿸疒皮
脊	⿱脊u⺼
效	⿰交攵
离	⿱㐫禸
紊	⿱文糸
唐	⿸广唐n
瓷	⿱次瓦
资	⿱次贝
凉	⿰冫京
站	⿰立占
剖	⿰咅刂
竞	⿱立兄
部	⿰咅阝
旁	⿱帝u方
旅	⿸𭤨𧘇p
畜	⿱玄田
阅	⿵门兑
羞	⿸⺶丑
羔	⿱𦍌灬
瓶	⿰并瓦
拳	⿱龹手
粉	⿰米分
料	⿰米斗
益	⿳䒑八b皿
烤	⿰火考
烘	⿰火共
烦	⿰火页
烧	⿰火尧
烛	⿰火虫
烟	⿰火因
烙	⿰火各
递	⿺辶弟
涛	⿰氵寿
浙	⿰氵折
涝	⿰氵劳
浦	⿰氵甫
酒	⿰氵酉
涉	⿰氵步
消	⿰氵肖
涡	⿰氵呙
浩	⿰氵告
海	⿰氵每
涂	⿰氵余
浴	⿰氵谷
浮	⿰氵孚
涣	⿰氵奂
涤	⿰氵条
流	⿰氵㐬
润	⿰氵闰
涧	⿰氵间
涕	⿰氵弟
浪	⿰氵良
浸	⿰氵𠬶
涨	⿰氵张
烫	⿱汤火
涩	⿰氵𣥒
涌	⿰氵甬
悖	⿰忄孛
悟	⿰忄吾
悄	⿰忄肖
悍	⿰忄旱
悔	⿰忄每
悯	⿰忄闵
悦	⿰忄兑
害	⿱害u口
宽	⿱宀苋
家	⿱宀豕
宵	⿱宀肖
宴	⿱宀妟
宾	⿱宀兵
窍	⿱穴巧
窄	⿱穴乍
容	⿱宀谷
宰	⿱宀辛
案	⿱安木
请	⿰讠青
朗	⿰良x月
诸	⿰讠者
诺	⿰讠若
读	⿰讠卖
扇	⿸户羽
诽	⿰讠非
袜	⿰衤末
袖	⿰衤由
袍	⿰衤包
被	⿰衤皮
祥	⿰礻羊
课	⿰讠果
冥	⿱冖昗
谁	⿰讠隹
调	⿰讠周
冤	⿱冖兔
谅	⿰讠京
谆	⿰讠享
谈	⿰讠炎
谊	⿰讠宜
剥	⿰录刂
恳	⿱艮心
展	⿸尸展n
剧	⿰居刂
屑	⿸尸肖
弱	⿰㢧r㢧r
陵	⿰阝夌
祟	⿱出示
陶	⿰阝匋
陷	⿰阝臽
陪	⿰阝咅
娱	⿰女吴
娟	⿰女肙
恕	⿱如心
娥	⿰女我
娘	⿰女良
通	⿺辶甬
能	⿰䏍𫧇
难	⿰又隹
预	⿰予页
桑	⿱叒木
绢	⿰纟肙
绣	⿰纟秀
验	⿰马佥
继	⿰纟继y
骏	⿰马夋
球	⿰王求
琐	⿰王𭕆
理	⿰王里
琉	⿰王㐬
琅	⿰王良
捧	⿰扌奉
堵	⿰土者
措	⿰扌昔
描	⿰扌苗
域	⿰土或
捺	⿰扌奈
掩	⿰扌奄
捷	⿰扌疌
排	⿰扌非
焉	⿱正焉b
掉	⿰扌卓
捶	⿰扌垂
赦	⿰赤攵
堆	⿰土隹
推	⿰扌隹
埠	⿰土阜
掀	⿰扌欣
授	⿰扌受
捻	⿰扌念
教	⿰孝攵
掏	⿰扌匋
掐	⿰扌臽
掠	⿰扌京
掂	⿰扌店
培	⿰土咅
接	⿰扌妾
掷	⿰扌郑
控	⿰扌空
探	⿰扌罙
据	⿰扌居
掘	⿰扌屈
掺	⿰扌参
职	⿰耳只
基	⿱其土
聆	⿰耳令
勘	⿰甚力
聊	⿰耳卯
娶	⿱取女
著	⿱艹者
菱	⿱艹夌
勒	⿰革力
黄	⿱龷黄b
菲	⿱艹非
萌	⿱艹明
萝	⿱艹罗
菌	⿱艹囷
萎	⿱艹委
菜	⿱艹采
萄	⿱艹匋
菊	⿱艹匊
菩	⿱艹咅
萍	⿱艹泙
菠	⿱艹波
萤	⿱𫇦虫
营	⿱𫇦吕
乾	⿰𠦝乞
萧	⿱艹肃
萨	⿱艹萨b
菇	⿱艹姑
械	⿰木戒
彬	⿰林彡
梦	⿱林夕
婪	⿱林女
梗	⿰木更
梧	⿰木吾
梢	⿰木肖
梅	⿰木每
检	⿰木佥
梳	⿰木㐬
梯	⿰木弟
桶	⿰木甬
梭	⿰木夋
救	⿰求攵
曹	⿱曹u曰
副	⿰畐刂
票	⿱覀示
酝	⿰酉云
酗	⿰酉凶
厢	⿸厂相
戚	⿵戊尗
硅	⿰石圭
硕	⿰石页
奢	⿱大者
盔	⿱灰皿
爽	⿻大㸚
聋	⿱龙耳
袭	⿱龙衣
盛	⿱成皿
匾	⿷匸扁
雪	⿱雨彐
辅	⿰车甫
辆	⿰车两
颅	⿰卢页
虚	⿸虍业
彪	⿺虎彡
雀	⿱小隹
堂	⿱𫩠土
常	⿱𫩠巾
眶	⿰目匡
匙	⿺是匕
晨	⿱日辰
睁	⿰目争
眯	⿰目米
眼	⿰目艮
悬	⿱县心
野	⿰里予
啪	⿰口拍
啦	⿰口拉
曼	⿳曰⺲又
晦	⿰日每
晚	⿰日免
啄	⿰口豖
啡	⿰口非
距	⿰𧾷巨
趾	⿰𧾷止
啃	⿰口肯
跃	⿰𧾷夭
略	⿰田各
蚯	⿰虫丘
蛀	⿰虫主
蛇	⿰虫它
唬	⿰口虎
累	⿱田糸
鄂	⿰咢阝
唱	⿰口昌
患	⿱串心
啰	⿰口罗
唾	⿰口垂
唯	⿰口隹
啤	⿰口卑
啥	⿰口舍
啸	⿰口肃
崖	⿱山厓
崎	⿰山奇
崭	⿱山斩
逻	⿺辶罗
崔	⿱山隹
帷	⿰巾隹
崩	⿱山朋
崇	⿱山宗
崛	⿰山屈
婴	⿱𲂻女
圈	⿴囗卷
铐	⿰钅考
铛	⿰钅当
铝	⿰钅吕
铜	⿰钅同
铭	⿰钅名
铲	⿰钅产
银	⿰钅艮
矫	⿰矢乔
甜	⿰舌甘
秸	⿰禾吉
梨	⿱利木
犁	⿱利牛
秽	⿰禾岁
移	⿰禾多
笨	⿱𥫗本
笼	⿱𥫗龙
笛	⿱𥫗由
笙	⿱𥫗生
符	⿱𥫗付
第	⿱𥫗𢎨
敏	⿰每攵
做	⿰亻故
袋	⿱代衣
悠	⿱攸心
偿	⿰亻尝
偶	⿰亻禺
偎	⿰亻畏
偷	⿰亻俞
您	⿱你心
售	⿱隹口
停	⿰亻亭
偏	⿰亻扁
躯	⿰身区
假	⿰亻叚
衅	⿰血半
徘	⿰彳非
徙	⿰彳歨
得	⿰彳㝵
衔	⿲彳钅亍
盘	⿱舟皿
舶	⿰舟白
船	⿰舟㕣z
舵	⿰舟它
斜	⿰余斗
盒	⿱合皿
鸽	⿰合鸟
敛	⿰佥攵
悉	⿱釆心
欲	⿰谷欠
彩	⿰采彡
领	⿰令页
脚	⿰⺼却
脖	⿰⺼孛
脯	⿰⺼甫
豚	⿰⺼豕
脸	⿰⺼佥
脱	⿰⺼兑
象	⿱⺈象b
够	⿰句多
逸	⿺辶兔
猜	⿰犭青
猪	⿰犭者
猎	⿰犭昔
猫	⿰犭苗
凰	⿵𠘨皇
猖	⿰犭昌
猛	⿰犭孟
祭	⿱祭u示
馅	⿰饣臽
馆	⿰饣官
凑	⿰冫奏
减	⿰冫咸
毫	⿱亭u毛
烹	⿱亨灬
庶	⿸广庶b
麻	⿸广林
庵	⿸广奄
痊	⿸疒全
痒	⿸疒羊
痕	⿸疒艮
廊	⿸广郎
康	⿸广隶
庸	⿸广𬎾
鹿	⿸鹿u比
盗	⿱次皿
章	⿳立曰十
竟	⿳立曰儿
商	⿳亠丷冏
族	⿸𭤨矢
旋	⿸𭤨疋
望	⿱望u王
率	⿳亠率z十
阎	⿵门臽
阐	⿵门单
着	⿸⺶目
羚	⿰羊令
盖	⿱𦍌皿
眷	⿱龹目
粘	⿰米占
粗	⿰米且
粒	⿰米立
断	⿰继y斤
剪	⿱前刀
兽	⿳丷田𠮛
焊	⿰火旱
焕	⿰火奂
清	⿰氵青
添	⿰氵忝
鸿	⿰江鸟
淋	⿰氵林
涯	⿰氵厓
淹	⿰氵奄
渠	⿱洰木
渐	⿰氵斩
淑	⿰氵叔
淌	⿰氵尚
混	⿰氵昆
淮	⿰氵隹
淆	⿰氵肴
渊	⿰氵𫂱
淫	⿰氵㸒
渔	⿰氵鱼
淘	⿰氵匋
淳	⿰氵享
液	⿰氵夜
淤	⿰氵於
淡	⿰氵炎
淀	⿰氵定
深	⿰氵罙
涮	⿰氵刷
涵	⿰氵函
婆	⿱波女
梁	⿱𱥻木
渗	⿰氵参
情	⿰忄青
惜	⿰忄昔
惭	⿰忄斩
悼	⿰忄卓
惧	⿰忄具
惕	⿰忄易
惟	⿰忄隹
惊	⿰忄京
惦	⿰忄店
悴	⿰忄卒
惋	⿰忄宛
惨	⿰忄参
惯	⿰忄贯
寇	⿷完攴
寅	⿳宀一黄b
寄	⿱宀奇
寂	⿱宀叔
宿	⿱宀佰
窒	⿱穴至
窑	⿱穴缶
密	⿱宓山
谋	⿰讠某
谍	⿰讠枼
谎	⿰讠荒
谐	⿰讠皆
袱	⿰衤伏
祷	⿰礻寿
祸	⿰礻呙
谓	⿰讠胃
谚	⿰讠彦
谜	⿰讠迷
逮	⿺辶隶
敢	⿰敢l攵
尉	⿰𫵖寸
屠	⿸尸者
弹	⿰弓单
隋	⿰阝隋y
堕	⿱陏土
随	⿰阝迶
蛋	⿱疋虫
隅	⿰阝禺
隆	⿰阝㚅
隐	⿰阝急
婚	⿰女昏
婶	⿰女审
婉	⿰女宛
颇	⿰皮页
颈	⿰𢀖页
绩	⿰纟责
绪	⿰纟者
续	⿰纟卖
骑	⿰马奇
绰	⿰纟卓
绳	⿰纟黾
维	⿰纟隹
绵	⿰纟帛
绷	⿰纟朋
绸	⿰纟周
综	⿰纟宗
绽	⿰纟定
绿	⿰纟录
缀	⿰纟叕
巢	⿱巛果
琴	⿱玨今
琳	⿰王林
琢	⿰王豖
琼	⿰王京
斑	⿲王文王
替	⿱㚘曰
揍	⿰扌奏
款	⿰𰧭欠
堪	⿰土甚
塔	⿰土荅
搭	⿰扌荅
堰	⿰土匽
揩	⿰扌皆
越	⿺走戉
趁	⿺走㐱
趋	⿺走刍
超	⿺走召
揽	⿰扌览
堤	⿰土是
提	⿰扌是
博	⿰十尃
揭	⿰扌曷
喜	⿱壴口
彭	⿰壴彡
揣	⿰扌耑
插	⿰扌臿
揪	⿰扌秋
搜	⿰扌叟
煮	⿱者灬
援	⿰扌爰
搀	⿰扌𫥎
裁	⿹𢦏衣
搁	⿰扌阁
搓	⿰扌差
搂	⿰扌娄
搅	⿰扌觉
壹	⿱𡉅豆
握	⿰扌屋
搔	⿰扌蚤
揉	⿰扌柔
斯	⿰其斤
期	⿰其月
欺	⿰其欠
联	⿰耳关
葫	⿱艹胡
散	⿰散l攵
惹	⿱若心
葬	⿳艹死廾
募	⿱莫力
葛	⿱艹曷
董	⿱艹重
葡	⿱艹匍
敬	⿰苟攵
葱	⿱艹怱
蒋	⿱艹将
蒂	⿱艹帝
落	⿱艹洛
韩	⿰𠦝韦
朝	⿰𠦝月
辜	⿱古辛
葵	⿱艹癸
棒	⿰木奉
棱	⿰木夌
棋	⿰木其
椰	⿰木耶
植	⿰木直
森	⿱木林
焚	⿱林火
椅	⿰木奇
椒	⿰木叔
棵	⿰木果
棍	⿰木昆
椎	⿰木隹
棉	⿰木帛
棚	⿰木朋
棕	⿰木宗
棺	⿰木官
榔	⿰木郎
椭	⿰木陏
惠	⿱叀心
惑	⿱或心
逼	⿺辶畐
粟	⿱覀米
棘	⿰朿朿
酣	⿰酉甘
酥	⿰酉禾
厨	⿸厂𭔰
厦	⿸厂夏
硬	⿰石更
硝	⿰石肖
确	⿰石角
硫	⿰石㐬
雁	⿸厂倠
殖	⿰歹直
裂	⿱列衣
雄	⿰厷隹
颊	⿰夹页
雳	⿱雨历
暂	⿱斩日
雅	⿰牙隹
翘	⿺尧羽
辈	⿱非车
悲	⿱非心
紫	⿱此糸
凿	⿶凵丵
辉	⿰光军
敞	⿰尚攵
棠	⿱𫩠木
赏	⿱𫩠贝
掌	⿱𫩠手
晴	⿰日青
睐	⿰目来
暑	⿱日者
最	⿱曰取
晰	⿰日析
量	⿱旦里
喷	⿰口贲
喳	⿰口查
晶	⿱日昍
喇	⿰口剌
遇	⿺辶禺
喊	⿰口咸
遏	⿺辶曷
晾	⿰日京
景	⿱日京
畴	⿰田寿
践	⿰𧾷戋
跋	⿰𧾷犮
跌	⿰𧾷失
跑	⿰𧾷包
跛	⿰𧾷皮
遗	⿺辶贵
蛙	⿰虫圭
蛛	⿰虫朱
蜓	⿰虫廷
蜒	⿰虫延
蛤	⿰虫合
喝	⿰口曷
鹃	⿰肙鸟
喂	⿰口畏
喘	⿰口耑
喉	⿰口侯
喻	⿰口俞
啼	⿰口帝
喧	⿰口宣
嵌	⿱山𣢟
幅	⿰巾畐
帽	⿰巾冒
赋	⿰贝武
赌	⿰贝者
赎	⿰贝卖
赐	⿰贝易
赔	⿰贝咅
铸	⿰钅寿
铺	⿰钅甫
链	⿰钅连
销	⿰钅肖
锁	⿰钅𭕆
锄	⿰钅助
锅	⿰钅呙
锈	⿰钅秀
锋	⿰钅夆
锌	⿰钅辛
锐	⿰钅兑
甥	⿰生男
掰	⿲手分手
短	⿰矢豆
智	⿱知日
氮	⿹气炎
毯	⿺毛炎
氯	⿹气录
鹅	⿰我鸟
剩	⿰乘刂
稍	⿰禾肖
程	⿰禾呈
稀	⿰禾希
税	⿰禾兑
筐	⿱𥫗匡
等	⿱𥫗寺
筑	⿱𥫗巩
策	⿱𥫗朿
筛	⿱𥫗师
筒	⿱𥫗同
筏	⿱𥫗伐
答	⿱𥫗合
筋	⿱𥫗肋
筝	⿱𥫗争
傲	⿰亻敖
傅	⿰亻尃
牌	⿰片卑
堡	⿱保土
集	⿱隹木
焦	⿱隹灬
傍	⿰亻旁
储	⿰亻诸
皓	⿰白吿
皖	⿰白完
粤	⿱奥u亏
奥	⿱奥u大
街	⿲彳圭亍
惩	⿱征心
御	⿰彳卸
循	⿰彳盾
艇	⿰舟廷
舒	⿰舍予
逾	⿺辶俞
番	⿱釆田
释	⿰釆𠬤
禽	⿱人离
腊	⿰⺼昔
脾	⿰⺼卑
腋	⿰⺼夜
腔	⿰⺼空
腕	⿰⺼宛
鲁	⿱鱼日
猩	⿰犭星
猬	⿰犭胃
猾	⿰犭骨
猴	⿰犭侯
惫	⿱夂思
然	⿱然u灬
馈	⿰饣贵
馋	⿰饣𫥎
装	⿱壮衣
蛮	⿱𰁜虫
就	⿰京尤
敦	⿰享攵
斌	⿰文武
痘	⿸疒豆
痢	⿸疒利
痪	⿸疒奂
痛	⿸疒甬
童	⿱立里
竣	⿰立夋
阔	⿵门活
善	⿳羊䒑口
翔	⿰羊羽
羡	⿱𦍌次
普	⿱並日
粪	⿱米共
尊	⿱酋寸
奠	⿱酋大
道	⿺辶首
遂	⿺辶㒸
曾	⿱丷𭥴
焰	⿰火臽
港	⿰氵巷
滞	⿰氵带
湖	⿰氵胡
湘	⿰氵相
渣	⿰氵查
渤	⿰氵勃
渺	⿰氵眇
湿	⿰氵显
温	⿰氵昷
渴	⿰氵曷
溃	⿰氵贵
溅	⿰氵贱
滑	⿰氵骨
湃	⿰氵拜
渝	⿰氵俞
湾	⿰氵弯
渡	⿰氵度
游	⿰氵斿
滋	⿰氵兹
渲	⿰氵宣
溉	⿰氵既
愤	⿰忄贲
慌	⿰忄荒
惰	⿰忄隋y
愕	⿰忄咢
愣	⿰忄𬙙
惶	⿰忄皇
愧	⿰忄鬼
愉	⿰忄俞
慨	⿰忄既
割	⿰害刂
寒	⿱𡨄⺀
富	⿱宀畐
寓	⿱宀禺
窜	⿱穴串
窝	⿱穴呙
窖	⿱穴告
窗	⿱穴囱
窘	⿱穴君
遍	⿺辶扁
雇	⿸户隹
裕	⿰衤谷
裤	⿰衤库
裙	⿰衤君
禅	⿰礻单
禄	⿰礻录
谢	⿰讠射
谣	⿰讠䍃
谤	⿰讠旁
谦	⿰讠兼
犀	⿸犀u牛
属	⿸尸禹
屡	⿸尸娄
强	⿰弓虽
粥	⿲弓米弓
疏	⿰𤴔㐬
隔	⿰阝鬲
隙	⿰阝𡭴
隘	⿰阝益
媒	⿰女某
絮	⿱如糸
嫂	⿰女叟
媚	⿰女眉
婿	⿰女胥
登	⿱癶豆
缅	⿰纟面
缆	⿰纟览
缉	⿰纟咠
缎	⿰纟段
缓	⿰纟爰
缔	⿰纟帝
缕	⿰纟娄
骗	⿰马扁
编	⿰纟扁
骚	⿰马蚤
缘	⿰纟彖
瑟	⿱玨必
鹉	⿰武鸟
瑞	⿰王耑
瑰	⿰王鬼
瑙	⿰王𡿺
魂	⿰云鬼
肆	⿰镸聿
摄	⿰扌聂
摸	⿰扌莫
填	⿰土真
搏	⿰扌尃
塌	⿰土𦐇
鼓	⿰壴支
摆	⿰扌罢
携	⿰扌隽
搬	⿰扌般
摇	⿰扌䍃
搞	⿰扌高
塘	⿰土唐
摊	⿰扌难
聘	⿰耳甹
斟	⿰甚斗
蒜	⿱艹祘
勤	⿰堇力
靴	⿰革化
靶	⿰革巴
鹊	⿰昔鸟
蓝	⿱艹监
墓	⿱莫土
幕	⿱莫巾
蓬	⿱艹逢
蓄	⿱艹畜
蒲	⿱艹浦
蓉	⿱艹容
蒙	⿱艹冡
蒸	⿱艹烝
献	⿰南犬
椿	⿰木春
禁	⿱林示
楚	⿱林疋
楷	⿰木皆
榄	⿰木览
想	⿱相心
槐	⿰木鬼
榆	⿰木俞
楼	⿰木娄
概	⿰木既
赖	⿰束负
